origin,destination,year,shipments
Pensacola,Liverpool,1874,22
Pensacola,Liverpool,1889,22
Porsgrund,London,1879,22
Quebec City,Glasgow,1879,22
Quebec City,Glasgow,1881,22
Quebec City,Liverpool,1899,22
Quebec City,London,1887,22
Rangoon,Liverpool,1899,22
Redon,Cardiff,1891,22
Redon,Newport,1881,22
Redon,Newport,1895,22
Riga,Belfast,1889,22
Riga,Belfast,1895,22
Riga,Dundee,1883,22
Riga,Dundee,1893,22
Riga,Hartlepool (West),1893,22
Riga,Leith,1875,22
Riga,Liverpool,1879,22
Riga,London,1897,22
Riga,Tyne Ports,1883,22
Riga,Tyne Ports,1889,22
Risoer,Newport,1891,22
St. Petersburg,Hull,1893,22
St. Petersburg,London,1897,22
Stettin,London,1889,22
Stettin,Sunderland,1887,22
Sundswall,Grangemouth,1893,22
Sundswall,Hartlepool (West),1893,22
Sundswall,London,1874,22
Vanevik,Aberdeen,1893,22
Vannes,Cardiff,1885,22
Archangel,Gloucester,1887,21
Archangel,London,1883,21
Arendal,Boston,1897,21
Bjorneborg,Tyne Ports,1887,21
Bordeaux,Cardiff,1892,21
Bordeaux,Cardiff,1898,21
Bremen,London,1883,21
Christiania,Grangemouth,1874,21
Christiania,Tyne Ports,1881,21
Cronstadt,Dundee,1874,21
Cronstadt,Dundee,1891,21
Cronstadt,Grangemouth,1891,21
Cronstadt,Liverpool,1883,21
Cronstadt,London,1895,21
Danzig,Hull,1883,21
Danzig,Hull,1897,21
Fredrikstad,London,1874,21
Gefle,Hull,1874,21
Gothenburg,Alloa,1881,21
Gothenburg,Alloa,1899,21
Halden,Sunderland,1889,21
Halmstad,Alloa,1899,21
Halmstad,Hull,1891,21
Hamburg,Hartlepool (West),1895,21
Hamburg,Tyne Ports,1891,21
Hernosand,Grangemouth,1889,21
Hernosand,Hull,1893,21
Hernosand,Hull,1895,21
Hernosand,London,1889,21
Klaipeda,Grimsby,1891,21
Klaipeda,Tyne Ports,1881,21
Konigsberg,Grimsby,1885,21
Kotka,London,1887,21
New York,Hull,1883,21
New York,Tyne Ports,1883,21
Norfolk,Liverpool,1881,21
Oscarshamn,Hartlepool (West),1893,21
Oscarshamn,Kirkcaldy,1899,21
Parrsboro,Liverpool,1887,21
Pensacola,Greenock,1883,21
Philadelphia,Glasgow,1893,21
Philadelphia,London,1893,21
Quebec City,Glasgow,1877,21
Quebec City,Tyne Ports,1883,21
Redon,Newport,1883,21
Riga,Borrowstounness,1879,21
Riga,Dundee,1885,21
Riga,Leith,1874,21
Riga,Liverpool,1883,21
Riga,Sunderland,1883,21
Riga,Sunderland,1887,21
Riga,Tyne Ports,1885,21
Rotterdam,Tyne Ports,1891,21
Skien,Middlesbrough,1887,21
St. John,Liverpool,1891,21
Stettin,Hartlepool (West),1895,21
Stettin,Hull,1881,21
Sundswall,London,1895,21
Archangel,Gloucester,1881,20
Archangel,Grimsby,1895,20
Arendal,Hull,1891,20
Arendal,Tyne Ports,1881,20
Arendal,Tyne Ports,1895,20
Baie Verte,Liverpool,1889,20
Bjorneborg,Tyne Ports,1883,20
Bordeaux,Cardiff,1900,20
Bordeaux,London,1887,20
Bremen,London,1899,20
Christiansand,Hartlepool (West),1887,20
Christiansand,Tyne Ports,1881,20
Cronstadt,Dundee,1887,20
Cronstadt,Hartlepool (West),1874,20
Danzig,Hartlepool (West),1885,20
Danzig,Hartlepool (West),1889,20
Fredrikstad,London,1893,20
Gefle,Grimsby,1889,20
Gefle,Hull,1885,20
Gefle,London,1891,20
Gothenburg,Alloa,1897,20
Gothenburg,Granton,1889,20
Gothenburg,Hull,1874,20
Gothenburg,Newcastle upon Tyne,1879,20
Gothenburg,Sunderland,1879,20
Halmstad,Alloa,1889,20
Halmstad,Borrowstounness,1887,20
Halmstad,Hull,1899,20
Halmstad,Tyne Ports,1881,20
Hernosand,London,1891,20
Kalmar,Hartlepool (West),1883,20
Klaipeda,Grangemouth,1885,20
Klaipeda,Hull,1874,20
Klaipeda,Tyne Ports,1889,20
Konigsberg,Borrowstounness,1895,20
Konigsberg,London,1889,20
Konigsberg,Peterhead,1881,20
Kragero,Tyne Ports,1885,20
Kragero,Tyne Ports,1887,20
Liepāja,Hull,1897,20
Miramichi,Belfast,1885,20
Montreal,Bristol,1893,20
Pensacola,Greenock,1877,20
Pensacola,Liverpool,1899,20
Philadelphia,Glasgow,1895,20
Quebec City,London,1875,20
Rangoon,Liverpool,1877,20
Rangoon,Liverpool,1897,20
Redon,Cardiff,1895,20
Riga,Belfast,1887,20
Riga,Glasgow,1889,20
Riga,Middlesbrough,1899,20
Rotterdam,Liverpool,1891,20
Soderhamn,Hartlepool (West),1879,20
St. Petersburg,Hull,1891,20
Stettin,Grimsby,1883,20
Stettin,London,1885,20
Sundswall,London,1881,20
Trondheim,Grangemouth,1889,20
Vannes,Cardiff,1891,20
Vannes,Newport,1881,20
Ventspils,Borrowstounness,1889,20
Vilagarcía de Arousa,Cardiff,1889,20
Abo,London,1883,19
Arcachon,Swansea,1889,19
Archangel,Bristol,1879,19
Arendal,Boston,1887,19
Arendal,Boston,1895,19
Arendal,Hull,1887,19
Auray,Cardiff,1895,19
Auray,Newport,1895,19
Bayonne,Swansea,1889,19
Boston,Glasgow,1893,19
Boston,Glasgow,1899,19
Christiania,Alloa,1889,19
Christiania,London,1875,19
Christiania,Newcastle upon Tyne,1877,19
Christiania,Tyne Ports,1897,19
Cronstadt,Montrose,1887,19
Danzig,Liverpool,1881,19
Danzig,Sunderland,1893,19
Dieppe,NEWHAVEN,1897,19
Drammen,Borrowstounness,1887,19
Drammen,Sunderland,1889,19
Drammen,Tyne Ports,1889,19
Drammen,Tyne Ports,1895,19
Falkenberg,Hartlepool (West),1885,19
Ferrol,Cardiff,1883,19
Fredrikstad,Liverpool,1881,19
Fredrikstad,Liverpool,1891,19
Gefle,Grimsby,1883,19
Gothenburg,Alloa,1885,19
Gothenburg,BLYTH,1895,19
Gothenburg,Cardiff,1895,19
Gothenburg,Granton,1881,19
Gothenburg,Granton,1887,19
Halden,Borrowstounness,1897,19
Halden,Borrowstounness,1899,19
Halmstad,Hartlepool (West),1897,19
Hamburg,Sunderland,1883,19
Hamburg,Tyne Ports,1881,19
Helsingfors,Hull,1874,19
Kalmar,Hartlepool (West),1881,19
Klaipeda,Grangemouth,1874,19
Klaipeda,Sunderland,1881,19
Klaipeda,Sunderland,1883,19
Konigsberg,Alloa,1893,19
Konigsberg,Borrowstounness,1893,19
Konigsberg,Grimsby,1889,19
Konigsberg,Hull,1895,19
Kotka,London,1881,19
Laurvig,London,1883,19
Lorient,Cardiff,1885,19
Miramichi,Belfast,1887,19
Miramichi,Belfast,1899,19
Miramichi,Liverpool,1883,19
Montreal,Bristol,1895,19
Montreal,MANCHESTER,1899,19
Narva,Grangemouth,1889,19
Porsgrund,Alloa,1899,19
Porsgrund,Hartlepool (West),1881,19
Porsgrund,Hartlepool (West),1891,19
Portland,Liverpool,1887,19
Quebec City,Glasgow,1883,19
Quebec City,Liverpool,1897,19
Redon,Cardiff,1885,19
Riga,Dundee,1881,19
Riga,Liverpool,1875,19
Riga,Liverpool,1877,19
Riga,Liverpool,1887,19
Riga,Plymouth,1887,19
Riga,Tyne Ports,1895,19
Rotterdam,London,1891,19
Saint-Brieuc,Swansea,1883,19
Sandarne,London,1879,19
Skien,Middlesbrough,1883,19
Soderhamn,Hartlepool (West),1874,19
Stockholm,Hull,1881,19
Stockholm,London,1883,19
Sundswall,Hull,1883,19
Vannes,Cardiff,1887,19
Vannes,Newport,1889,19
Arcachon,Swansea,1895,18
Archangel,Hull,1881,18
Archangel,Hull,1893,18
Baie Verte,Liverpool,1887,18
Baltimore,Glasgow,1895,18
Bayonne,Newport,1899,18
Bayonne,Swansea,1893,18
Bayonne,Swansea,1895,18
Bjorneborg,Hull,1883,18
Bordeaux,Cardiff,1877,18
Brevig,Hartlepool (West),1881,18
Brevig,Hartlepool (West),1897,18
Christiania,Hull,1875,18
Christiania,London,1897,18
Christiania,MANCHESTER,1899,18
Christiansand,Borrowstounness,1891,18
Christiansand,Tyne Ports,1883,18
Cronstadt,Grimsby,1885,18
Cronstadt,Leith,1893,18
Danzig,Hull,1887,18
Drammen,Hartlepool (West),1887,18
Drammen,Leith,1874,18
Drammen,Leith,1875,18
Drammen,Leith,1881,18
Drammen,Liverpool,1883,18
Drammen,Tyne Ports,1881,18
Drammen,Tyne Ports,1885,18
Gefle,Gloucester,1881,18
Gefle,Hartlepool (West),1881,18
Gefle,London,1875,18
Gefle,London,1899,18
Gothenburg,Hartlepool,1899,18
Gothenburg,Hartlepool (West),1875,18
Gothenburg,Liverpool,1893,18
Halden,Borrowstounness,1883,18
Halden,Borrowstounness,1891,18
Halifax,Liverpool,1893,18
Halmstad,Hartlepool (West),1883,18
Halmstad,Hartlepool (West),1891,18
Hernosand,Hartlepool (West),1889,18
Hernosand,Hull,1887,18
Hudikswall,Hull,1887,18
Kalmar,Hartlepool (West),1879,18
Kalmar,Hartlepool (West),1895,18
Kalmar,Hartlepool (West),1897,18
Klaipeda,Leith,1885,18
Klaipeda,London,1899,18
Kotka,London,1891,18
Lorient,Newport,1889,18
Miramichi,Belfast,1883,18
Miramichi,Belfast,1895,18
Miramichi,Belfast,1897,18
Mobile,Liverpool,1881,18
Mobile,Liverpool,1899,18
Montreal,Glasgow,1883,18
New York,Hull,1887,18
New York,Leith,1883,18
New York,Leith,1887,18
New York,Leith,1893,18
Newport News,Liverpool,1897,18
Oscarshamn,Hartlepool (West),1879,18
Pensacola,Greenock,1889,18
Pensacola,Hull,1881,18
Pensacola,Liverpool,1897,18
Porsgrund,Borrowstounness,1883,18
Porsgrund,Hartlepool (West),1887,18
Porsgrund,Hull,1874,18
Porsgrund,Tyne Ports,1883,18
Quebec City,Cardiff,1883,18
Quimper,Swansea,1887,18
Rangoon,Liverpool,1874,18
Rangoon,Liverpool,1895,18
Riga,Belfast,1881,18
Riga,Hartlepool (West),1891,18
Riga,Leith,1877,18
Riga,Middlesbrough,1881,18
Riga,Tyne Ports,1899,18
Rotterdam,Tyne Ports,1884,18
Saguenay,London,1879,18
Sandefjord,Borrowstounness,1889,18
Skien,Alloa,1895,18
Skien,Middlesbrough,1885,18
Soderhamn,London,1895,18
St. Malo,Cardiff,1881,18
St. Petersburg,London,1893,18
Stettin,Hartlepool (West),1877,18
Sundswall,Leith,1883,18
Trieste,Hull,1887,18
Vannes,Cardiff,1879,18
Vannes,Swansea,1899,18
Vlissingen,London,1899,18
W. C. Africa,Liverpool,1881,18
Wyborg,Hull,1883,18
Archangel,London,1897,17
Arendal,Boston,1899,17
Arendal,Cardiff,1891,17
Arendal,Hartlepool (West),1889,17
Arendal,Hull,1879,17
Auray,Newport,1889,17
Baltimore,Belfast,1895,17
Baltimore,Glasgow,1893,17
Baltimore,Leith,1899,17
Boston,Bristol,1899,17
Charleston,Liverpool,1883,17
Christiania,Borrowstounness,1885,17
Christiania,Grangemouth,1875,17
Christiania,Sunderland,1883,17
Christiania,Sunderland,1887,17
Christiansand,Tyne Ports,1885,17
Cronstadt,Dundee,1895,17
Cronstadt,Grangemouth,1877,17
Cronstadt,Grimsby,1887,17
Cronstadt,Hull,1895,17
Danzig,Sunderland,1897,17
Dordrecht,Tyne Ports,1889,17
Drammen,Hartlepool (West),1889,17
Drammen,Liverpool,1887,17
Drammen,London,1889,17
Fredrikshald,Borrowstounness,1883,17
Gefle,Hartlepool (West),1897,17
Gefle,London,1897,17
Gothenburg,Alloa,1887,17
Gothenburg,Cardiff,1899,17
Halden,Borrowstounness,1887,17
Halifax,Liverpool,1887,17
Halmstad,Sunderland,1883,17
Hamburg,London,1881,17
Hamburg,London,1883,17
Hennebont,Cardiff,1885,17
Hernosand,Grangemouth,1899,17
Hernosand,London,1895,17
Klaipeda,Grimsby,1887,17
Klaipeda,Grimsby,1889,17
Klaipeda,Hartlepool (West),1891,17
Klaipeda,Hartlepool (West),1897,17
Klaipeda,Leith,1883,17
Klaipeda,Yarmouth,1879,17
Konigsberg,Borrowstounness,1887,17
Konigsberg,Hull,1889,17
Kotka,London,1885,17
Kristiania,Hull,1879,17
La Roche Bernard,Newport,1883,17
Lulea,London,1879,17
Miramichi,Belfast,1891,17
Miramichi,Gloucester,1883,17
Montreal,Liverpool,1877,17
Montreal,London,1891,17
Moss,Borrowstounness,1883,17
New York,Bristol,1889,17
New York,Bristol,1893,17
New York,Liverpool,1877,17
Norrkoping,Hull,1899,17
Oscarshamn,Alloa,1891,17
Oscarshamn,Hartlepool (West),1885,17
Ostend,London,1899,17
Paimpol,Swansea,1883,17
Pensacola,London,1881,17
Porsgrund,Tyne Ports,1899,17
Quebec City,Greenock,1879,17
Quebec City,Leith,1875,17
Quebec City,London,1891,17
Rangoon,Liverpool,1881,17
Rangoon,London,1891,17
Redon,Newport,1889,17
Riga,Alloa,1893,17
Riga,Cardiff,1893,17
Riga,Kirkcaldy,1899,17
Riga,Liverpool,1895,17
Riga,Southampton,1879,17
Riga,Tyne Ports,1893,17
Skien,Middlesbrough,1889,17
Soderhamn,London,1881,17
St. Petersburg,Hull,1899,17
Stettin,Hartlepool (West),1893,17
Stettin,Hull,1899,17
Stettin,London,1891,17
Stockholm,Hull,1883,17
Sundswall,Hartlepool (West),1875,17
Sundswall,Hartlepool (West),1883,17
Sundswall,Hull,1885,17
Sundswall,Hull,1887,17
Sundswall,Leith,1889,17
Sundswall,London,1893,17
Sundswall,London,1897,17
Sundswall,London,1899,17
Sundswall,Tyne Ports,1881,17
Svartvik,London,1879,17
Uddevalla,London,1895,17
Vannes,Cardiff,1893,17
Vannes,Swansea,1885,17
Ventspils,Borrowstounness,1899,17
Vilagarcía de Arousa,Cardiff,1895,17
Archangel,Gloucester,1879,16
Archangel,London,1889,16
Arendal,Boston,1891,16
Baltimore,Belfast,1897,16
Baltimore,Glasgow,1885,16
Bayonne,Newport,1879,16
Bayonne,Newport,1895,16
Bergkvara,Hartlepool (West),1899,16
Bjorneborg,Hartlepool (West),1874,16
Bjorneborg,King's Lynn,1883,16
Bordeaux,Cardiff,1888,16
Bordeaux,London,1889,16
Bordeaux,Swansea,1877,16
Bordeaux,Swansea,1884,16
Boston,Glasgow,1881,16
Boston,Liverpool,1900,16
Christiania,Alloa,1887,16
Christiania,Borrowstounness,1874,16
Cronstadt,Dundee,1893,16
Cronstadt,Grangemouth,1879,16
Cronstadt,Hartlepool (West),1875,16
Cronstadt,London,1897,16
Cronstadt,Montrose,1883,16
Danzig,Hartlepool (West),1887,16
Danzig,Hartlepool (West),1895,16
Danzig,Liverpool,1874,16
Danzig,London,1875,16
Danzig,Sunderland,1881,16
Drammen,Borrowstounness,1881,16
Drammen,Borrowstounness,1883,16
Drammen,Cardiff,1887,16
Drammen,Cardiff,1897,16
Drammen,London,1885,16
Drammen,London,1887,16
Drammen,London,1891,16
Drobak,Hartlepool (West),1889,16
Fredrikstad,Bristol,1897,16
Fredrikstad,Liverpool,1899,16
Gefle,Hartlepool (West),1895,16
Gefle,Hull,1893,16
Gothenburg,Glasgow,1885,16
Gothenburg,Yarmouth,1899,16
Halden,Hartlepool (West),1885,16
Halden,Sunderland,1883,16
Halmstad,Alloa,1887,16
Halmstad,Tyne Ports,1885,16
Hernosand,Grangemouth,1883,16
Kalmar,Hartlepool (West),1885,16
Klaipeda,Grangemouth,1883,16
Klaipeda,Leith,1887,16
Konigsberg,Borrowstounness,1889,16
Konigsberg,Borrowstounness,1891,16
Kotka,London,1897,16
Kragero,Hartlepool (West),1883,16
Kragero,Tyne Ports,1893,16
Laurvig,Tyne Ports,1879,16
Liepāja,London,1895,16
Ljusne,London,1887,16
Lorient,Newport,1879,16
Miramichi,Cardiff,1883,16
Mobile,Liverpool,1887,16
Mobile,Liverpool,1895,16
New Orleans,Liverpool,1875,16
New York,Leith,1881,16
New York,Tyne Ports,1885,16
Newport News,Liverpool,1887,16
Newport News,Liverpool,1893,16
Oscarshamn,Hull,1891,16
Oscarshamn,Tyne Ports,1883,16
Philadelphia,Glasgow,1899,16
Porsgrund,Alloa,1885,16
Porsgrund,Tyne Ports,1881,16
Portland,Liverpool,1891,16
Redon,Newport,1893,16
Riga,Arbroath,1881,16
Riga,Belfast,1893,16
Riga,Borrowstounness,1875,16
Riga,Dundee,1879,16
Riga,Granton,1889,16
Riga,Southampton,1881,16
Risoer,Hull,1899,16
Risoer,Newport,1895,16
Risoer,Wick,1883,16
Skien,Middlesbrough,1891,16
Soderhamn,London,1889,16
Stettin,Hartlepool (West),1881,16
Sundswall,Grangemouth,1897,16
Sundswall,Grimsby,1885,16
Sundswall,Hartlepool (West),1887,16
Trondheim,Leith,1885,16
Trondheim (Drontheim),Tyne Ports,1899,16
Uddevalla,London,1891,16
Uddevalla,London,1899,16
Vannes,Swansea,1895,16
Waterford,Cardiff,1879,16
Wyborg,Hartlepool (West),1875,16
A Coruña,Cardiff,1881,15
Antwerp,Tyne Ports,1883,15
Antwerp,Tyne Ports,1893,15
Arcachon,Swansea,1899,15
Archangel,Bristol,1881,15
Archangel,Hull,1874,15
Archangel,Hull,1883,15
Archangel,London,1887,15
Archangel,London,1893,15
Archangel,London,1899,15
Arendal,Hartlepool (West),1883,15
Arendal,Hull,1885,15
Auray,Cardiff,1889,15
Auray,Cardiff,1893,15
Auray,Newport,1893,15
Baltimore,Bristol,1893,15
Baltimore,Dublin,1899,15
Baltimore,Glasgow,1891,15
Bayonne,Newport,1893,15
Bjorneborg,Grimsby,1877,15
Bjorneborg,Tyne Ports,1891,15
Blaye,Swansea,1887,15
Bordeaux,NEWHAVEN,1881,15
Brevig,Hartlepool (West),1889,15
Brevig,Middlesbrough,1883,15
Carril,Cardiff,1883,15
Carril,Cardiff,1889,15
Christiania,Alloa,1879,15
Christiania,Liverpool,1885,15
Christiania,Liverpool,1895,15
Christiania,Liverpool,1897,15
Christiania,Tyne Ports,1883,15
Christiansand,Newcastle upon Tyne,1877,15
Cronstadt,Dundee,1885,15
Cronstadt,Grimsby,1877,15
Cronstadt,Liverpool,1881,15
Cronstadt,Montrose,1885,15
Danzig,Hartlepool (West),1879,15
Danzig,Hartlepool (West),1897,15
Danzig,Sunderland,1885,15
Danzig,WISBECH,1889,15
Drammen,Grangemouth,1881,15
Drammen,Liverpool,1889,15
Drammen,London,1899,15
Drammen,Sunderland,1887,15
Drammen,Yarmouth,1891,15
Fredrikstad,Dublin,1885,15
Gefle,Hartlepool (West),1893,15
Gefle,Hull,1895,15
Gefle,Hull,1899,15
Gothenburg,Alloa,1893,15
Gothenburg,Borrowstounness,1897,15
Gothenburg,Glasgow,1883,15
Gothenburg,Glasgow,1889,15
Gothenburg,Hartlepool (West),1899,15
Gothenburg,Tyne Ports,1879,15
Halden,Alloa,1891,15
Halmstad,Tyne Ports,1893,15
Hamburg,Bristol,1891,15
Hamburg,London,1893,15
Hamburg,Sunderland,1899,15
Helsingfors,Hull,1895,15
Hernosand,Hartlepool,1899,15
Karlskrona,Hartlepool (West),1891,15
Karlskrona,Hartlepool (West),1895,15
Klaipeda,Grimsby,1895,15
Klaipeda,London,1893,15
Klaipeda,London,1897,15
Konigsberg,London,1883,15
Kotka,Tyne Ports,1885,15
Kragero,Tyne Ports,1883,15
Laurvig,Borrowstounness,1889,15
Laurvig,London,1889,15
Liepāja,Hull,1891,15
Ljusne,London,1879,15
Miramichi,Gloucester,1879,15
Miramichi,Gloucester,1881,15
Miramichi,Liverpool,1877,15
Miramichi,Liverpool,1881,15
Mobile,Liverpool,1893,15
Montreal,Bristol,1885,15
Montreal,Bristol,1889,15
Nantes,Cardiff,1883,15
Nantes,Swansea,1881,15
Narva,Grangemouth,1887,15
New York,Bristol,1883,15
New York,London,1874,15
Newport News,London,1895,15
Odessa,Hull,1895,15
Oscarshamn,Alloa,1895,15
Oscarshamn,Hull,1889,15
Ostend,Sunderland,1885,15
Pensacola,Liverpool,1891,15
Philadelphia,Glasgow,1897,15
Philadelphia,Liverpool,1895,15
Porsgrund,Hartlepool (West),1897,15
Quebec City,Belfast,1885,15
Quebec City,Greenock,1893,15
Quebec City,Leith,1881,15
Quebec City,London,1895,15
Rangoon,London,1899,15
Richibouctou,Liverpool,1879,15
Riga,Aberdeen,1881,15
Riga,Borrowstounness,1883,15
Riga,Granton,1881,15
Riga,Grimsby,1897,15
Riga,Kirkcaldy,1889,15
Riga,Kirkcaldy,1897,15
Riga,Liverpool,1893,15
Riga,Middlesbrough,1891,15
Riga,Sunderland,1891,15
Risoer,Alloa,1889,15
Risoer,Wick,1881,15
Rotterdam,Newcastle upon Tyne,1879,15
Sannesund,London,1875,15
Skelleftea,Grimsby,1887,15
Skelleftea,London,1885,15
Skien,Alloa,1891,15
Skien,Borrowstounness,1899,15
Skien,Middlesbrough,1893,15
Skutskar,London,1889,15
Soderhamn,Grimsby,1879,15
Soderhamn,Hartlepool (West),1877,15
Soderhamn,London,1897,15
Soderhamn,London,1899,15
St. John,Belfast,1883,15
St. John,Belfast,1897,15
Stettin,Borrowstounness,1891,15
Stettin,Grimsby,1881,15
Stettin,Hull,1895,15
Stettin,London,1899,15
Sundswall,Aberdeen,1881,15
Sundswall,Dundee,1877,15
Sundswall,Grangemouth,1874,15
Sundswall,Grangemouth,1881,15
Sundswall,Grimsby,1889,15
Sundswall,Hartlepool (West),1881,15
Sundswall,Hartlepool (West),1889,15
Sundswall,Hull,1893,15
Sundswall,Hull,1897,15
Sundswall,Tyne Ports,1899,15
Trieste,Liverpool,1887,15
Uddevalla,London,1889,15
Uleaborg,London,1883,15
Vanevik,Aberdeen,1891,15
Vilagarcía de Arousa,Cardiff,1885,15
W. C. Africa,Liverpool,1899,15
Wyborg,Hartlepool (West),1874,15
A Coruña,Cardiff,1889,14
Archangel,Gloucester,1895,14
Baltimore,Belfast,1899,14
Baltimore,Bristol,1887,14
Baltimore,London,1885,14
Bayonne,Newport,1884,14
Bayonne,Swansea,1897,14
Bergkvara,Hartlepool (West),1893,14
Bordeaux,Swansea,1888,14
Boston,London,1883,14
Brevig,Grimsby,1897,14
Brevig,Middlesbrough,1893,14
Brevig,Tyne Ports,1887,14
Carril,Cardiff,1887,14
Carril,Cardiff,1891,14
Christiania,Sunderland,1885,14
Christiansand,Borrowstounness,1899,14
Christiansand,Wick,1883,14
Cronstadt,Dundee,1875,14
Cronstadt,Dundee,1881,14
Cronstadt,Grimsby,1889,14
Cronstadt,Montrose,1891,14
Danzig,Hull,1889,14
Danzig,Leith,1881,14
Danzig,Liverpool,1885,14
Danzig,Liverpool,1895,14
Danzig,London,1897,14
Drammen,Leith,1883,14
Drammen,Liverpool,1879,14
Drammen,Liverpool,1881,14
Drammen,Tyne Ports,1883,14
Falkenberg,Alloa,1895,14
Falkenberg,Borrowstounness,1875,14
Falkenberg,Borrowstounness,1891,14
Falkenberg,Sunderland,1881,14
Ferrol,Cardiff,1885,14
Fredrikstad,Liverpool,1877,14
Gefle,Hull,1891,14
Gefle,Liverpool,1891,14
Gefle,Newcastle upon Tyne,1877,14
Gefle,Sunderland,1881,14
Gefle,Tyne Ports,1883,14
Gefle,WISBECH,1885,14
Gothenburg,Alloa,1883,14
Gothenburg,Belfast,1899,14
Gothenburg,Hartlepool (West),1874,14
Gothenburg,Middlesbrough,1899,14
Halden,London,1883,14
Halmstad,Borrowstounness,1893,14
Halmstad,Hartlepool,1899,14
Halmstad,Hull,1895,14
Halmstad,Kirkcaldy,1899,14
Harnas,Hull,1883,14
Helsingfors,Hull,1893,14
Hernosand,Grangemouth,1895,14
Hernosand,Hull,1897,14
Hudikswall,Hartlepool (West),1889,14
Karlskrona,Sunderland,1889,14
Klaipeda,Hartlepool (West),1885,14
Klaipeda,Sunderland,1889,14
Klaipeda,Troon,1881,14
Konigsberg,Grimsby,1883,14
Kragero,Hartlepool (West),1887,14
Kristiania,London,1879,14
Kristiania,Sunderland,1879,14
La Tremblede,Swansea,1889,14
La Tremblede,Swansea,1891,14
Laurvig,Alloa,1889,14
Laurvig,Sunderland,1889,14
Laurvig,Tyne Ports,1891,14
Le Havre,Liverpool,1891,14
Liepāja,Borrowstounness,1899,14
Liepāja,Leith,1899,14
Lorient,Swansea,1887,14
Miramichi,Cardiff,1881,14
Miramichi,Liverpool,1887,14
Mobile,Liverpool,1885,14
Montreal,Leith,1897,14
Montreal,Leith,1899,14
Morlaix,Newport,1881,14
Nantes,Newport,1881,14
New York,Glasgow,1884,14
New York,Liverpool,1892,14
New York,Tyne Ports,1893,14
Norfolk,Liverpool,1897,14
Oscarshamn,Borrowstounness,1885,14
Oscarshamn,Kirkcaldy,1891,14
Oscarshamn,Kirkcaldy,1897,14
Oscarshamn,Tyne Ports,1881,14
Pauillac,Cardiff,1897,14
Pensacola,Cardiff,1881,14
Philadelphia,Glasgow,1887,14
