destination,commodity_form,year,shipments
Cork,staves,1895,2
Cork,timber,1885,2
Cork,timber,1897,2
Cork,wood,1883,2
DARTMOUTH,battens,1893,2
DARTMOUTH,battens,1895,2
DARTMOUTH,battens,1899,2
DARTMOUTH,boards,1883,2
DARTMOUTH,boards,1893,2
DARTMOUTH,boards,1895,2
DARTMOUTH,deals,1891,2
DARTMOUTH,deals,1893,2
DARTMOUTH,deals,1895,2
DARTMOUTH,spars,1885,2
DARTMOUTH,splits,1881,2
DEAL,deals,1881,2
DOUGLAS,battens,1891,2
DOUGLAS,boards,1897,2
DOUGLAS,deal ends,1891,2
DOUGLAS,laths,1883,2
DOUGLAS,spars,1883,2
DOUGLAS,spars,1885,2
Deptford,staves,1889,2
Deptford,wood,1889,2
Dover,boards,1893,2
Dover,boards,1900,2
Dover,deal ends,1893,2
Dover,firewood,1893,2
Dover,laths,1899,2
Dover,lathwood,1891,2
Dover,pitwood,1899,2
Dover,poles,1881,2
Dover,poles,1891,2
Dover,timber,1883,2
Dover,wood,1883,2
Dover,wood,1900,2
Drogheda,battens,1887,2
Drogheda,deals,1895,2
Drogheda,ends,1883,2
Drogheda,ends,1889,2
Dublin,battens,1885,2
Dublin,battens,1889,2
Dublin,deal ends,1887,2
Dublin,deal ends,1889,2
Dublin,deal ends,1893,2
Dublin,deals,1886,2
Dublin,deals,1890,2
Dublin,deals,1898,2
Dublin,deals,1900,2
Dublin,ends,1891,2
Dublin,firewood,1895,2
Dublin,flooring,1897,2
Dublin,hoops,1887,2
Dublin,laths,1897,2
Dublin,lathwood,1895,2
Dublin,logs,1895,2
Dublin,oars,1881,2
Dublin,palings,1883,2
Dublin,pit props,1883,2
Dublin,poles,1889,2
Dublin,poles,1893,2
Dublin,poles,1897,2
Dublin,scantlings,1881,2
Dublin,scantlings,1898,2
Dublin,sleepers,1889,2
Dublin,spars,1881,2
Dublin,spars,1883,2
Dublin,spars,1887,2
Dublin,wood,1897,2
Dundalk,battens,1887,2
Dundalk,battens,1897,2
Dundalk,blocks,1885,2
Dundalk,ends,1887,2
Dundalk,lathwood,1889,2
Dundalk,timber,1891,2
Dundalk,timber,1899,2
Dundee,balks,1889,2
Dundee,batten ends,1895,2
Dundee,batten ends,1897,2
Dundee,boards,1883,2
Dundee,deal ends,1879,2
Dundee,deal ends,1881,2
Dundee,deal ends,1883,2
Dundee,deal ends,1893,2
Dundee,deals,1892,2
Dundee,deals,1900,2
Dundee,ends,1875,2
Dundee,flooring,1879,2
Dundee,hoops,1883,2
Dundee,hoops,1897,2
Dundee,laths,1874,2
Dundee,laths,1893,2
Dundee,lathwood,1880,2
Dundee,lathwood,1886,2
Dundee,lumber,1893,2
Dundee,oars,1874,2
Dundee,oars,1885,2
Dundee,pit props,1883,2
Dundee,pit props,1891,2
Dundee,pit props,1893,2
Dundee,planks,1891,2
Dundee,rickers,1895,2
Dundee,sleepers,1881,2
Dundee,sleepers,1885,2
Dundee,sleepers,1887,2
Dundee,sleepers,1899,2
Dundee,spars,1874,2
Dundee,spars,1897,2
Dundee,splits,1895,2
Dundee,splits,1897,2
Dundee,splits,1899,2
Dundee,squares,1883,2
Dundee,squares,1885,2
Dundee,squares,1897,2
Dundee,staves,1874,2
Dundee,staves,1895,2
Dundee,staves,1899,2
Dundee,timber,1881,2
Dundee,timber,1883,2
Dundee,timber,1885,2
Dundee,timber,1893,2
Dundee,timber,1895,2
Dundee,wood,1885,2
Dundee,wood,1895,2
Dundee,wood,1897,2
EXETER,firewood,1881,2
EXETER,firewood,1889,2
EXETER,flooring,1893,2
EXETER,laths,1895,2
EXETER,laths,1897,2
EXETER,lathwood,1885,2
EXETER,lathwood,1893,2
EXETER,poles,1885,2
EXETER,sleepers,1893,2
EXETER,sleepers,1895,2
EXETER,sleepers,1897,2
EXETER,squares,1885,2
EXETER,staves,1883,2
FAVERSHAM,battens,1881,2
FAVERSHAM,battens,1883,2
FAVERSHAM,boards,1883,2
FAVERSHAM,boards,1887,2
FAVERSHAM,deals,1881,2
FAVERSHAM,deals,1883,2
FAVERSHAM,firewood,1899,2
FAVERSHAM,flooring,1885,2
FAVERSHAM,flooring,1889,2
FAVERSHAM,lathwood,1889,2
FAVERSHAM,poles,1891,2
FAVERSHAM,poles,1899,2
FAVERSHAM,staves,1883,2
FOWEY,battens,1889,2
FOWEY,battens,1893,2
FOWEY,battens,1895,2
FOWEY,battens,1899,2
FOWEY,boards,1893,2
FOWEY,hoops,1899,2
FOWEY,pit props,1893,2
FOWEY,spars,1891,2
Falmouth,battens,1887,2
Falmouth,battens,1895,2
Falmouth,blocks,1891,2
Falmouth,boards,1883,2
Falmouth,boards,1889,2
Falmouth,boards,1893,2
Falmouth,deals,1889,2
Falmouth,deals,1891,2
Falmouth,deals,1895,2
Falmouth,deals,1897,2
Falmouth,deals,1899,2
Falmouth,flooring,1899,2
Falmouth,lumber,1891,2
Falmouth,oars,1891,2
Falmouth,planks,1891,2
Falmouth,sleepers,1891,2
Falmouth,spars,1889,2
Falmouth,spars,1895,2
Falmouth,wood,1891,2
Fleetwood,battens,1883,2
Fleetwood,battens,1897,2
Fleetwood,deals,1892,2
Fleetwood,lathwood,1891,2
Fleetwood,logs,1889,2
Fleetwood,logs,1895,2
Fleetwood,palings,1883,2
Fleetwood,palings,1893,2
Fleetwood,pit props,1887,2
Fleetwood,pit props,1897,2
Fleetwood,pitwood,1893,2
Fleetwood,planks,1889,2
Fleetwood,scantlings,1889,2
Fleetwood,sleepers,1893,2
Folkestone,battens,1881,2
Folkestone,boards,1881,2
Folkestone,boards,1891,2
Folkestone,boards,1897,2
Folkestone,firewood,1893,2
Folkestone,firewood,1897,2
Folkestone,firewood,1899,2
Folkestone,lathwood,1893,2
Folkestone,poles,1889,2
Folkestone,spars,1883,2
Folkestone,spars,1885,2
Folkestone,spars,1895,2
Fraserburgh,battens,1883,2
Fraserburgh,battens,1889,2
Fraserburgh,deals,1885,2
Fraserburgh,hoops,1884,2
Fraserburgh,hoops,1887,2
Fraserburgh,pit props,1885,2
Fraserburgh,staves,1892,2
Fraserburgh,timber,1899,2
Fraserburgh,wood,1884,2
Fraserburgh,wood,1893,2
Fraserburgh,wood,1897,2
GRAVESEND,ends,1885,2
GRAVESEND,firewood,1887,2
GRAVESEND,laths,1889,2
GRAVESEND,oars,1889,2
GRAVESEND,pit props,1889,2
GRAVESEND,sleepers,1885,2
GRAVESEND,sleepers,1889,2
Galway,battens,1881,2
Galway,battens,1883,2
Galway,battens,1885,2
Galway,battens,1889,2
Galway,battens,1895,2
Galway,boards,1889,2
Galway,deal ends,1881,2
Galway,deals,1899,2
Galway,ends,1899,2
Galway,lathwood,1887,2
Galway,logs,1887,2
Galway,spars,1883,2
Galway,spars,1885,2
Glasgow,battens,1892,2
Glasgow,blocks,1881,2
Glasgow,blocks,1885,2
Glasgow,blocks,1890,2
Glasgow,boards,1878,2
Glasgow,boards,1892,2
Glasgow,boathooks,1887,2
Glasgow,boxboards,1895,2
Glasgow,deal ends,1878,2
Glasgow,doors,1881,2
Glasgow,ends,1896,2
Glasgow,firewood,1881,2
Glasgow,firewood,1885,2
Glasgow,firewood,1887,2
Glasgow,firewood,1891,2
Glasgow,firewood,1895,2
Glasgow,firewood,1897,2
Glasgow,flooring,1885,2
Glasgow,flooring,1893,2
Glasgow,handles,1883,2
Glasgow,handles,1887,2
Glasgow,hoops,1885,2
Glasgow,laths,1875,2
Glasgow,laths,1884,2
Glasgow,lathwood,1881,2
Glasgow,lathwood,1884,2
Glasgow,lathwood,1895,2
Glasgow,logs,1874,2
Glasgow,logs,1888,2
Glasgow,lumber,1884,2
Glasgow,lumber,1886,2
Glasgow,mouldings,1892,2
Glasgow,mouldings,1896,2
Glasgow,oars,1885,2
Glasgow,oars,1888,2
Glasgow,oars,1890,2
Glasgow,oars,1893,2
Glasgow,palings,1884,2
Glasgow,palings,1887,2
Glasgow,palings,1889,2
Glasgow,pit props,1899,2
Glasgow,pitwood,1889,2
Glasgow,planks,1892,2
Glasgow,planks,1898,2
Glasgow,planks,1900,2
Glasgow,poles,1881,2
Glasgow,poles,1895,2
Glasgow,poles,1896,2
Glasgow,poles,1897,2
Glasgow,scantlings,1884,2
Glasgow,scantlings,1892,2
Glasgow,scantlings,1898,2
Glasgow,shooks,1893,2
Glasgow,shooks,1895,2
Glasgow,sleepers,1885,2
Glasgow,sleepers,1887,2
Glasgow,sleepers,1893,2
Glasgow,sleepers,1897,2
Glasgow,spars,1875,2
Glasgow,spars,1881,2
Glasgow,spars,1893,2
Glasgow,spars,1897,2
Glasgow,wood,1884,2
Glasgow,wood,1896,2
Glasgow,wood,1900,2
Glasgow,wood pulp,1884,2
Glasgow,woodware,1893,2
Gloucester,battens,1887,2
Gloucester,deal ends,1883,2
Gloucester,deals,1892,2
Gloucester,firewood,1880,2
Gloucester,firewood,1899,2
Gloucester,flooring,1893,2
Gloucester,hoops,1893,2
Gloucester,laths,1887,2
Gloucester,laths,1897,2
Gloucester,lathwood,1899,2
Gloucester,logs,1891,2
Gloucester,palings,1881,2
Gloucester,palings,1885,2
Gloucester,poles,1881,2
Gloucester,poles,1891,2
Gloucester,poles,1897,2
Gloucester,poles,1899,2
Gloucester,sleepers,1885,2
Gloucester,sleepers,1889,2
Gloucester,sleepers,1897,2
Gloucester,staves,1889,2
Gloucester,timber,1880,2
Gloucester,timber,1891,2
Gloucester,wood,1891,2
Gloucester,wood,1897,2
Goole,battens,1881,2
Goole,ends,1893,2
Goole,ends,1899,2
Goole,hoops,1889,2
Goole,laths,1891,2
Goole,lathwood,1885,2
Goole,mining timber,1887,2
Goole,pitwood,1891,2
Goole,poles,1897,2
Goole,spars,1891,2
Goole,timber,1879,2
Goole,wood,1881,2
Goole,wood,1884,2
Grangemouth,balks,1883,2
Grangemouth,batten ends,1887,2
Grangemouth,battens,1878,2
Grangemouth,battens,1884,2
Grangemouth,battens,1898,2
Grangemouth,battens,1900,2
Grangemouth,boards,1900,2
Grangemouth,boathooks,1887,2
Grangemouth,boathooks,1899,2
Grangemouth,deal ends,1881,2
Grangemouth,deal ends,1883,2
Grangemouth,deal ends,1897,2
Grangemouth,deals,1884,2
Grangemouth,deals,1888,2
Grangemouth,deals,1890,2
Grangemouth,deals,1898,2
Grangemouth,firewood,1875,2
Grangemouth,handles,1874,2
Grangemouth,handles,1883,2
Grangemouth,handles,1887,2
Grangemouth,handles,1891,2
Grangemouth,handles,1897,2
Grangemouth,headings,1893,2
Grangemouth,hoops,1887,2
Grangemouth,hoops,1895,2
Grangemouth,laths,1885,2
Grangemouth,laths,1899,2
Grangemouth,lathwood,1898,2
Grangemouth,logs,1875,2
Grangemouth,logs,1881,2
Grangemouth,lumber,1897,2
Grangemouth,mining timber,1877,2
Grangemouth,mouldings,1895,2
Grangemouth,planks,1897,2
Grangemouth,poles,1883,2
Grangemouth,poles,1891,2
Grangemouth,poles,1899,2
Grangemouth,scantlings,1874,2
Grangemouth,scantlings,1887,2
Grangemouth,spars,1887,2
Grangemouth,squares,1893,2
Grangemouth,squares,1897,2
Grangemouth,wood,1893,2
Grangemouth,wood,1898,2
Granton,battens,1896,2
Granton,boards,1893,2
Granton,deal ends,1875,2
Granton,deal ends,1881,2
Granton,deal ends,1883,2
Granton,deals,1900,2
Granton,ends,1874,2
Granton,ends,1877,2
Granton,ends,1879,2
Granton,ends,1891,2
Granton,firewood,1895,2
Granton,hoops,1887,2
Granton,laths,1900,2
Granton,lathwood,1874,2
Granton,lathwood,1887,2
Granton,lathwood,1893,2
Granton,mining timber,1879,2
Granton,pit props,1890,2
Granton,pit props,1896,2
Granton,pit props,1898,2
Granton,pitwood,1889,2
Granton,poles,1881,2
Granton,posts,1879,2
Granton,sleepers,1895,2
Granton,sleepers,1897,2
Granton,spars,1879,2
Granton,spars,1897,2
Granton,squares,1889,2
Granton,staves,1874,2
Granton,staves,1875,2
Granton,staves,1898,2
Granton,timber,1879,2
Granton,timber,1889,2
Granton,timber,1895,2
Granton,timber,1899,2
Granton,wood,1877,2
Granton,wood,1881,2
Greenock,battens,1875,2
Greenock,battens,1895,2
Greenock,blocks,1877,2
Greenock,blocks,1881,2
Greenock,blocks,1885,2
Greenock,blocks,1887,2
Greenock,boards,1881,2
Greenock,boards,1889,2
Greenock,deals,1884,2
Greenock,deals,1886,2
Greenock,deals,1892,2
Greenock,deals,1900,2
Greenock,ends,1880,2
Greenock,firewood,1885,2
Greenock,firewood,1897,2
Greenock,flooring,1893,2
Greenock,laths,1875,2
Greenock,lathwood,1883,2
Greenock,logs,1885,2
Greenock,logs,1895,2
Greenock,logs,1898,2
Greenock,logs,1899,2
Greenock,lumber,1887,2
Greenock,mouldings,1895,2
Greenock,pit props,1893,2
Greenock,planks,1874,2
Greenock,planks,1887,2
Greenock,planks,1893,2
Greenock,planks,1896,2
Greenock,planks,1898,2
Greenock,poles,1881,2
Greenock,poles,1889,2
Greenock,rickers,1875,2
Greenock,scantlings,1883,2
Greenock,spars,1874,2
Greenock,spars,1877,2
Greenock,spars,1881,2
Greenock,spoolwood,1885,2
Greenock,spoolwood,1891,2
Greenock,spoolwood,1893,2
Greenock,squares,1896,2
Greenock,staves,1895,2
Greenock,staves,1899,2
Greenock,staves,1900,2
Greenock,timber,1879,2
Greenock,timber,1900,2
Grimsby,blocks,1887,2
Grimsby,boards,1892,2
Grimsby,boards,1896,2
Grimsby,boards,1898,2
Grimsby,boards,1900,2
Grimsby,deal ends,1875,2
Grimsby,deal ends,1877,2
Grimsby,deals,1878,2
Grimsby,deals,1890,2
Grimsby,deals,1892,2
Grimsby,deals,1900,2
Grimsby,doors,1893,2
Grimsby,firewood,1879,2
Grimsby,flooring,1893,2
Grimsby,handles,1893,2
Grimsby,hoops,1886,2
Grimsby,laths,1887,2
Grimsby,laths,1889,2
Grimsby,lathwood,1883,2
Grimsby,lathwood,1896,2
Grimsby,lathwood,1897,2
Grimsby,lathwood,1899,2
Grimsby,logs,1883,2
Grimsby,lumber,1891,2
Grimsby,mining timber,1883,2
Grimsby,oars,1877,2
Grimsby,pit props,1896,2
Grimsby,pitwood,1889,2
Grimsby,planks,1891,2
Grimsby,poles,1892,2
Grimsby,poles,1895,2
Grimsby,posts,1895,2
Grimsby,rails,1881,2
Grimsby,rickers,1897,2
Grimsby,rickers,1899,2
Grimsby,scantlings,1891,2
Grimsby,scantlings,1895,2
Grimsby,scantlings,1899,2
Grimsby,spars,1877,2
Grimsby,spars,1887,2
Grimsby,spars,1898,2
Grimsby,splits,1897,2
Grimsby,spokes,1881,2
Grimsby,squares,1892,2
Grimsby,staves,1892,2
Grimsby,timber,1887,2
Grimsby,timber,1892,2
Grimsby,timber,1895,2
Grimsby,wood,1884,2
Grimsby,wood,1895,2
HAYLE,battens,1881,2
Hartlepool,battens,1874,2
Hartlepool,blocks,1899,2
Hartlepool,crowntrees,1893,2
Hartlepool,firewood,1889,2
Hartlepool,firewood,1897,2
Hartlepool,laths,1895,2
Hartlepool,logs,1874,2
Hartlepool,oars,1893,2
Hartlepool,pit props,1889,2
Hartlepool,pit props,1897,2
Hartlepool,sleepers,1893,2
Hartlepool,sleepers,1895,2
Hartlepool,spars,1893,2
Hartlepool,squares,1893,2
Hartlepool,squares,1895,2
Hartlepool,timber,1893,2
Hartlepool,timber,1895,2
Hartlepool,timber,1897,2
Hartlepool,timber,1900,2
Hartlepool,wood pulp,1899,2
Hartlepool (West),battens,1892,2
Hartlepool (West),battens,1896,2
Hartlepool (West),battens,1898,2
Hartlepool (West),blocks,1881,2
Hartlepool (West),blocks,1891,2
Hartlepool (West),boards,1880,2
Hartlepool (West),boards,1892,2
Hartlepool (West),boards,1896,2
Hartlepool (West),crowntrees,1883,2
Hartlepool (West),crowntrees,1885,2
Hartlepool (West),deal ends,1887,2
Hartlepool (West),deals,1880,2
Hartlepool (West),deals,1882,2
Hartlepool (West),deals,1886,2
Hartlepool (West),deals,1892,2
Hartlepool (West),deals,1896,2
Hartlepool (West),doors,1889,2
Hartlepool (West),doors,1891,2
Hartlepool (West),ends,1884,2
Hartlepool (West),ends,1899,2
Hartlepool (West),flooring,1885,2
Hartlepool (West),handles,1889,2
Hartlepool (West),hoops,1881,2
Hartlepool (West),hoops,1883,2
Hartlepool (West),hoops,1891,2
Hartlepool (West),laths,1880,2
Hartlepool (West),laths,1896,2
Hartlepool (West),laths,1898,2
Hartlepool (West),lathwood,1879,2
Hartlepool (West),lathwood,1884,2
Hartlepool (West),logs,1883,2
Hartlepool (West),logs,1887,2
Hartlepool (West),mouldings,1885,2
Hartlepool (West),pitwood,1883,2
Hartlepool (West),pitwood,1895,2
Hartlepool (West),poles,1874,2
Hartlepool (West),poles,1884,2
Hartlepool (West),poles,1890,2
Hartlepool (West),posts,1887,2
Hartlepool (West),rails,1881,2
Hartlepool (West),rails,1887,2
Hartlepool (West),rails,1899,2
Hartlepool (West),rickers,1883,2
Hartlepool (West),rickers,1889,2
Hartlepool (West),scantlings,1874,2
Hartlepool (West),scantlings,1895,2
Hartlepool (West),sleepers,1896,2
Hartlepool (West),spars,1874,2
Hartlepool (West),spars,1887,2
Hartlepool (West),splits,1895,2
Hartlepool (West),spokes,1883,2
Hartlepool (West),staves,1884,2
Hartlepool (West),staves,1888,2
Hartlepool (West),staves,1892,2
Hartlepool (West),staves,1898,2
Hartlepool (West),wood,1877,2
Hartlepool (West),wood,1883,2
Hartlepool (West),wood,1887,2
Hartlepool (West),wood,1891,2
Hartlepool (West),wood pulp,1899,2
Harwich,battens,1893,2
Harwich,boards,1883,2
Harwich,boards,1893,2
Harwich,ends,1885,2
Harwich,laths,1889,2
Harwich,logs,1889,2
Harwich,logs,1897,2
Harwich,lumber,1897,2
Harwich,mining timber,1885,2
Harwich,mining timber,1889,2
Harwich,mouldings,1897,2
Harwich,pit props,1885,2
Harwich,poles,1893,2
Harwich,poles,1897,2
Harwich,rickers,1897,2
Harwich,spars,1897,2
Harwich,splits,1883,2
Harwich,splits,1891,2
Harwich,splits,1897,2
Harwich,wood,1889,2
Harwich,wood,1891,2
Hull,balks,1889,2
Hull,balks,1898,2
Hull,batten ends,1891,2
Hull,batten ends,1900,2
Hull,battens,1877,2
Hull,battens,1896,2
Hull,blocks,1881,2
Hull,boards,1882,2
Hull,boards,1888,2
Hull,bobbins,1899,2
Hull,boxboards,1885,2
Hull,boxboards,1898,2
Hull,deal ends,1879,2
Hull,deal ends,1880,2
Hull,deal ends,1891,2
Hull,deal ends,1900,2
Hull,deals,1892,2
Hull,doors,1890,2
Hull,doors,1900,2
Hull,firewood,1898,2
Hull,firewood,1900,2
Hull,flooring,1891,2
Hull,handles,1883,2
Hull,handles,1893,2
Hull,handles,1897,2
Hull,headings,1889,2
Hull,hoops,1886,2
Hull,hoops,1895,2
Hull,laths,1880,2
Hull,laths,1886,2
Hull,laths,1888,2
Hull,lathwood,1900,2
Hull,logs,1890,2
Hull,logs,1898,2
Hull,lumber,1898,2
Hull,mining timber,1877,2
Hull,mining timber,1896,2
Hull,mouldings,1885,2
Hull,mouldings,1890,2
Hull,mouldings,1897,2
Hull,palings,1885,2
Hull,palings,1899,2
Hull,planks,1881,2
Hull,posts,1900,2
Hull,rails,1893,2
Hull,rails,1900,2
Hull,scantlings,1889,2
Hull,shooks,1890,2
Hull,shooks,1891,2
Hull,sleepers,1875,2
Hull,sleepers,1877,2
Hull,splints,1885,2
Hull,splints,1895,2
Hull,splits,1897,2
Hull,spokes,1889,2
Hull,spoolwood,1891,2
Hull,squares,1898,2
Hull,timber,1880,2
Hull,timber,1888,2
Hull,treenails,1874,2
Hull,treenails,1875,2
Hull,treenails,1881,2
Hull,trellis,1889,2
Hull,wood,1886,2
Hull,wood pulp,1880,2
Hull,woodware,1889,2
Hull,woodware,1890,2
Hull,woodware,1893,2
Hull,woodware,1895,2
Inverkeithing,deals,1879,2
Inverkeithing,lathwood,1877,2
Inverkeithing,pit props,1891,2
Inverkeithing,sleepers,1877,2
Inverness,boards,1885,2
Inverness,boards,1891,2
Inverness,boards,1895,2
Inverness,boards,1897,2
Inverness,firewood,1895,2
Inverness,flooring,1883,2
Inverness,lathwood,1881,2
Inverness,lathwood,1885,2
Inverness,spars,1893,2
Inverness,staves,1883,2
Inverness,staves,1895,2
Inverness,staves,1899,2
Inverness,timber,1883,2
Inverness,wood,1881,2
Ipswich,balks,1887,2
Ipswich,balks,1899,2
Ipswich,boards,1889,2
Ipswich,doors,1893,2
Ipswich,ends,1883,2
Ipswich,ends,1899,2
Ipswich,firewood,1889,2
Ipswich,flooring,1893,2
Ipswich,laths,1899,2
Ipswich,lathwood,1883,2
Ipswich,lathwood,1887,2
Ipswich,logs,1883,2
Ipswich,poles,1891,2
Ipswich,poles,1893,2
Ipswich,scantlings,1893,2
Ipswich,scantlings,1899,2
Ipswich,spars,1887,2
Ipswich,spars,1889,2
Ipswich,spars,1899,2
Ipswich,staves,1881,2
Irvine,battens,1899,2
Irvine,deals,1895,2
Irvine,ends,1899,2
King's Lynn,balks,1881,2
King's Lynn,blocks,1889,2
King's Lynn,blocks,1891,2
King's Lynn,boards,1884,2
King's Lynn,crowntrees,1889,2
King's Lynn,doors,1881,2
King's Lynn,ends,1881,2
King's Lynn,ends,1899,2
King's Lynn,firewood,1897,2
King's Lynn,hoops,1889,2
King's Lynn,laths,1881,2
King's Lynn,laths,1889,2
King's Lynn,lathwood,1895,2
King's Lynn,lathwood,1897,2
King's Lynn,logs,1887,2
King's Lynn,logs,1889,2
King's Lynn,logs,1895,2
King's Lynn,lumber,1881,2
King's Lynn,mouldings,1881,2
King's Lynn,mouldings,1889,2
King's Lynn,mouldings,1891,2
King's Lynn,oars,1889,2
King's Lynn,pit props,1883,2
King's Lynn,pit props,1887,2
King's Lynn,pit props,1893,2
King's Lynn,planks,1899,2
King's Lynn,poles,1885,2
King's Lynn,poles,1889,2
King's Lynn,poles,1899,2
King's Lynn,scantlings,1887,2
King's Lynn,sleepers,1883,2
King's Lynn,spars,1881,2
King's Lynn,spars,1887,2
King's Lynn,spars,1889,2
King's Lynn,spars,1893,2
King's Lynn,splints,1891,2
King's Lynn,squares,1887,2
King's Lynn,squares,1895,2
King's Lynn,staves,1899,2
King's Lynn,wood,1881,2
Kirkcaldy,battens,1895,2
Kirkcaldy,boards,1889,2
Kirkcaldy,boards,1891,2
Kirkcaldy,deal ends,1885,2
Kirkcaldy,ends,1897,2
Kirkcaldy,firewood,1887,2
Kirkcaldy,firewood,1889,2
Kirkcaldy,firewood,1891,2
Kirkcaldy,hoops,1887,2
Kirkcaldy,lathwood,1899,2
Kirkcaldy,logs,1899,2
Kirkcaldy,pit props,1892,2
Kirkcaldy,poles,1891,2
Kirkcaldy,poles,1893,2
Kirkcaldy,poles,1897,2
Kirkcaldy,sleepers,1887,2
Kirkcaldy,sleepers,1895,2
Kirkcaldy,sleepers,1897,2
Kirkcaldy,sleepers,1899,2
Kirkcaldy,spars,1881,2
Kirkcaldy,splits,1897,2
Kirkcaldy,staves,1883,2
Kirkcaldy,staves,1889,2
Kirkcaldy,staves,1895,2
Kirkcaldy,timber,1885,2
Kirkcaldy,wood,1881,2
LANCASTER,battens,1883,2
LANCASTER,boards,1881,2
LANCASTER,boards,1885,2
LANCASTER,ends,1883,2
LANCASTER,ends,1885,2
LANCASTER,ends,1887,2
LANCASTER,mouldings,1883,2
LANCASTER,palings,1893,2
LANCASTER,scantlings,1899,2
LANCASTER,squares,1893,2
LANCASTER,staves,1897,2
LERWICK,boards,1897,2
LERWICK,boards,1899,2
LERWICK,deals,1883,2
LERWICK,deals,1885,2
LERWICK,deals,1893,2
LERWICK,deals,1897,2
LERWICK,firewood,1887,2
LERWICK,firewood,1891,2
LERWICK,firewood,1897,2
LERWICK,firewood,1899,2
LERWICK,oars,1883,2
LERWICK,oars,1885,2
LERWICK,spars,1887,2
LERWICK,spars,1895,2
LERWICK,staves,1881,2
LERWICK,staves,1891,2
LERWICK,staves,1893,2
LERWICK,staves,1899,2
LITTLEHAMPTON,battens,1882,2
LITTLEHAMPTON,boards,1887,2
LITTLEHAMPTON,ends,1883,2
LITTLEHAMPTON,firewood,1893,2
LITTLEHAMPTON,laths,1895,2
LITTLEHAMPTON,lathwood,1883,2
LITTLEHAMPTON,lathwood,1895,2
LITTLEHAMPTON,lathwood,1897,2
LITTLEHAMPTON,pit props,1895,2
LITTLEHAMPTON,staves,1897,2
LOWESTOFT,battens,1883,2
LOWESTOFT,blocks,1899,2
LOWESTOFT,deal ends,1889,2
LOWESTOFT,ends,1885,2
LOWESTOFT,ends,1889,2
LOWESTOFT,hoops,1897,2
LOWESTOFT,lathwood,1883,2
LOWESTOFT,lathwood,1887,2
LOWESTOFT,lathwood,1889,2
LOWESTOFT,lathwood,1891,2
LOWESTOFT,lumber,1897,2
LOWESTOFT,mining timber,1897,2
LOWESTOFT,pitwood,1897,2
LOWESTOFT,rickers,1893,2
LOWESTOFT,scantlings,1887,2
LOWESTOFT,scantlings,1889,2
LOWESTOFT,sleepers,1892,2
LOWESTOFT,spars,1885,2
LOWESTOFT,squares,1885,2
LOWESTOFT,squares,1897,2
LOWESTOFT,staves,1881,2
LOWESTOFT,staves,1885,2
LOWESTOFT,staves,1893,2
LOWESTOFT,timber,1881,2
LOWESTOFT,timber,1887,2
LOWESTOFT,wood,1889,2
Le Havre,deals,1891,2
